날짜,PM10,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
2020-07-07,13.0,24.1,0.0,2.5,270,22.5,994.3,15.15,6.3,28.3
2020-07-08,26.0,25.5,0.0,2.0,270,22.9,994.8,25.81,2.9,30.5
2020-07-09,42.0,27.5,0.0,1.7,110,22.9,994.0,23.1,4.8,31.9
2020-07-10,13.0,24.5,2.2,2.8,50,23.0,992.6,12.3,6.6,25.2
2020-07-11,6.0,25.8,0.0,2.6,50,20.5,997.5,21.82,7.3,29.7
2020-07-12,14.0,23.5,2.9,2.4,70,20.6,999.3,7.67,9.1,25.3
2020-07-13,9.0,18.7,47.6,4.0,70,20.3,993.0,4.58,10.0,20.1
2020-07-14,6.0,20.3,11.5,2.8,50,18.7,993.9,12.46,9.9,22.6
2020-07-15,11.0,23.4,0.0,2.0,50,17.7,995.5,26.6,5.1,26.4
2020-07-16,25.0,25.0,0.0,1.8,270,22.1,997.0,25.76,4.1,27.4
2020-07-17,33.0,26.0,0.0,1.9,250,23.8,998.3,22.28,4.5,28.3
2020-07-18,41.0,26.1,0.0,1.6,270,24.0,998.4,15.49,5.4,27.9
2020-07-19,19.0,24.0,29.1,2.7,50,24.2,994.9,4.92,9.9,22.9
2020-07-20,17.0,23.8,3.6,3.7,200,25.4,995.9,5.15,9.6,23.8
2020-07-21,29.0,25.0,0.0,1.6,270,23.9,1001.8,17.83,6.3,25.6
2020-07-22,23.0,23.7,11.5,1.6,50,26.0,999.9,4.5,9.8,24.0
2020-07-23,20.0,21.1,103.1,3.6,50,23.9,995.7,2.72,10.0,21.8
2020-07-24,9.0,22.5,2.9,4.6,50,20.2,989.3,10.46,9.3,21.2
2020-07-25,3.0,24.3,0.0,3.1,50,21.0,993.6,15.59,7.8,23.9
2020-07-26,10.0,25.4,0.0,2.0,50,22.3,997.4,18.14,7.4,25.6
2020-07-27,12.0,24.3,2.2,2.2,50,26.1,998.6,7.72,10.0,25.2
2020-07-28,12.0,24.4,0.4,2.0,50,25.7,1000.5,8.38,9.9,25.0
2020-07-29,11.0,23.7,50.1,2.0,50,28.0,1002.0,3.18,10.0,23.9
2020-07-30,19.0,25.3,0.1,2.1,230,27.4,1003.4,15.34,8.3,26.9
2020-07-31,20.0,26.2,1.5,2.0,250,27.7,1003.9,14.5,6.9,27.2
2020-08-01,14.0,25.3,39.1,1.7,230,29.2,1000.5,5.31,9.8,25.7
2020-08-02,12.0,24.9,31.4,2.3,180,30.3,997.8,2.55,10.0,25.2
2020-08-03,17.0,25.0,102.6,3.0,200,30.4,998.4,3.09,10.0,25.1
2020-08-04,42.0,27.0,3.9,3.5,200,31.6,1000.9,8.06,9.6,26.9
2020-08-05,38.0,26.5,18.5,1.9,50,31.8,1000.8,5.02,9.8,26.7
2020-08-06,16.0,24.1,75.7,3.3,200,27.7,995.4,6.74,8.0,24.8
2020-08-07,27.0,24.3,0.0,1.8,50,25.6,996.9,6.7,9.0,24.8
2020-08-08,15.0,24.2,19.1,2.3,70,27.0,993.2,6.96,9.1,24.9
2020-08-09,10.0,24.9,50.3,2.6,200,29.9,992.5,1.43,9.8,24.3
2020-08-10,14.0,26.5,44.6,2.0,200,31.7,993.8,7.77,9.9,26.4
2020-08-11,10.0,24.6,97.0,2.2,200,28.5,999.6,7.44,9.5,25.2
2020-08-12,22.0,27.2,0.0,1.9,50,30.1,1002.7,13.62,8.3,28.3
2020-08-13,26.0,28.0,0.0,2.5,200,31.0,999.3,7.96,8.5,27.4
2020-08-14,34.0,27.1,0.4,3.5,200,30.9,995.8,4.14,9.3,26.3
2020-08-15,43.0,26.1,69.0,1.9,200,32.3,998.7,3.25,9.3,25.9
2020-08-16,22.0,27.4,0.0,3.0,200,29.9,1001.0,14.3,8.3,27.9
2020-08-17,25.0,28.2,0.0,2.3,200,29.4,1003.7,18.44,4.4,29.0
2020-08-18,32.0,27.5,0.0,1.6,270,27.5,1003.2,19.81,2.8,29.1
2020-08-19,40.0,27.1,0.0,2.0,270,27.1,1001.7,22.54,2.3,28.6
2020-08-20,35.0,27.7,0.0,1.7,250,27.8,1002.4,15.16,6.4,27.6
2020-08-21,28.0,26.6,2.5,1.6,50,28.9,1003.9,8.74,8.8,27.6
2020-08-22,16.0,24.3,42.6,2.1,50,26.4,1002.5,7.56,9.0,25.2
2020-08-23,11.0,25.3,0.0,1.9,270,24.9,998.7,18.72,6.0,27.2
2020-08-24,21.0,27.8,0.0,2.2,50,26.5,995.2,20.25,5.9,28.6
2020-08-25,29.0,29.9,0.0,2.1,200,28.8,995.0,21.21,5.9,30.5
2020-08-26,21.0,30.2,0.6,3.4,70,28.8,992.2,19.68,6.4,29.3
2020-08-27,21.0,27.1,8.7,3.6,110,30.2,991.3,5.5,9.9,27.2
2020-08-28,23.0,27.3,13.6,1.6,270,32.2,997.3,10.18,8.9,28.1
2020-08-29,16.0,26.8,13.6,1.3,50,31.7,999.2,8.7,8.4,28.7
2020-08-30,12.0,26.8,42.5,2.1,200,31.0,1001.6,12.89,7.9,28.1
2020-08-31,9.0,26.4,0.0,2.8,50,26.6,1002.4,12.25,8.8,27.2
2020-09-01,16.0,26.6,0.0,1.9,110,25.0,999.4,11.35,8.8,27.0
2020-09-02,14.0,24.3,33.3,2.3,50,27.6,993.7,3.34,9.6,25.3
2020-09-03,17.0,22.7,29.8,4.8,200,22.4,987.3,13.51,7.4,24.0
2020-09-04,24.0,23.3,0.0,2.7,200,17.8,1002.2,21.21,1.6,23.7
2020-09-05,29.0,23.3,0.0,2.0,50,18.8,1003.5,14.49,8.0,23.4
2020-09-06,25.0,21.7,6.4,2.7,50,20.5,999.3,7.13,9.4,22.7
2020-09-07,5.0,19.2,61.0,4.2,50,20.8,983.1,3.37,10.0,20.1
2020-09-08,25.0,23.4,0.0,4.2,230,20.2,998.7,21.87,5.4,23.1
2020-09-09,26.0,21.1,1.3,2.1,180,20.7,999.9,12.29,7.6,22.2
2020-09-10,27.0,22.8,3.9,2.0,50,20.5,999.1,19.17,6.3,24.4
2020-09-11,24.0,22.4,1.2,2.8,50,19.3,1004.5,12.87,7.6,22.7
2020-09-12,10.0,20.2,5.7,2.0,50,19.7,1000.0312356236756,7.34,9.5,21.5
2020-09-13,8.0,21.5,0.0,1.9,50,17.8,1005.7,20.53,2.8,24.1
2020-09-14,20.0,21.3,0.0,1.8,270,19.9,1004.4,13.86,4.6,22.8
2020-09-15,33.0,23.0,0.0,1.6,50,21.0,1002.6,16.56,7.5,23.9
2020-09-16,23.0,22.5,0.3,1.9,180,21.7,999.6,6.21,9.4,22.2
2020-09-17,18.0,21.3,0.0,2.1,270,17.5,1000.2,9.35,8.4,21.5
2020-09-18,19.0,21.5,0.0,2.8,250,15.5,1002.7,21.24,3.1,22.4
2020-09-19,19.0,21.2,0.3,2.2,250,14.3,1004.9,21.25,1.5,21.8
2020-09-20,18.0,19.7,0.0,2.0,290,12.8,1007.0,22.19,0.0,21.2
2020-09-21,23.0,19.1,0.0,1.7,50,12.0,1008.1,19.54,4.5,20.6
2020-09-22,18.0,20.2,0.0,2.8,50,12.7,1008.7,21.71,3.1,21.8
2020-09-25,14.0,20.1,0.0,2.5,50,14.9,1003.7,13.39,4.9,21.5
2020-09-26,17.0,19.3,0.0,2.4,50,13.7,1006.7,15.92,4.0,20.4
2020-09-27,16.0,20.4,0.0,2.0,50,14.8,1008.5,18.7,1.1,21.4
2020-09-28,27.0,20.7,0.0,2.0,50,15.7,1006.5,19.29,1.1,22.0
2020-09-29,37.0,19.6,0.0,1.9,290,15.1,1001.6,14.84,6.8,20.7
2020-09-30,36.0,19.6,38.3,1.7,20,17.4,1000.6,14.0,7.1,21.1
2020-09-24,12.0,20.6,0.0,3.7,50,14.4,1005.3,18.54,6.6,22.0
2020-09-23,11.0,19.2,0.0,3.3,50,13.3,1008.2,16.99,7.6,20.8
